                              Time ,0-12 Snook                         ,3-12 Snook                         ,12-48 Snook                        ,48-90 Snook                        ,90+ Snook                          ,0-3 Red Drum                       ,3-8 Red Drum                       ,8-18 Red Drum                      ,18-36 Red Drum                     ,36+ Red Drum                       ,0-3 Sea Trout                      ,3-18 Sea Trout                     ,18+ Sea Trout                      ,0-3 Sand Trout                     ,3-12 Sand Trout                    ,12+ Sand Trout                     ,0-6 Mullet                         ,6-18 Mullet                        ,18+ Mullet                         ,Mackrel 0-3                        ,Mackrel 3+                         ,Ladyfish 0-10                      ,Ladyfish 10+                       ,Jacks                              ,Bay Anchovy                        ,Pin Fish                           ,Spot                               ,Silver Perch                       ,Scaled Sardine                     ,Mojarra                            ,Threadfin Herring                  ,Manhaden                           ,Menidia (silverside)               ,Catfish                            ,Bumper                             ,Caridan Shrimp                     ,Shrimp                             ,Stone Crab                         ,Blue Crab                          ,Cyprinodontids                     ,Poecilids                          ,Pigfish                            ,Gobies                             ,Rays                               ,Benthic Invertebrates              ,Macro Zooplankton                  ,Micro Zoolplankton                 ,Infauna                            ,Attached Microalgae                ,Sea Grass                          ,Phytoplankton                      ,Detritus                           ,
                0.749999940,                0.000033726,                0.004402711,                0.143273383,                0.076844439,                0.016479410,                0.000025989,                0.000452335,                0.012909574,                0.071769752,                0.248598397,                0.000014053,                0.011991935,                0.152629822,                0.000001807,                0.000743303,                0.069533020,                0.004515721,                0.105500549,                1.325860262,                0.000000243,                0.013760375,                0.001684383,                0.025911411,                0.021521008,                0.124899209,                0.214243338,                0.431371272,                0.051053360,                0.038459331,                0.091999993,                0.018878058,                0.062305555,                0.044573467,                0.046734508,                0.019806860,                0.521030068,                0.020831827,                0.039644916,                0.054508045,                0.203210756,                0.012238116,                0.078327917,                0.011814893,                3.372938156,                1.600947142,                0.144804716,                0.018345870,                6.897612572,               12.991953850,                7.992269993,                8.281564713,                2.431883335,
                0.833333254,                0.000035432,                0.003767132,                0.133634940,                0.073300414,                0.015871659,                0.000028080,                0.000554109,                0.011528275,                0.066995844,                0.240132958,                0.000014132,                0.010699415,                0.143991917,                0.000001907,                0.000609674,                0.065368548,                0.006392000,                0.093969762,                1.273556590,                0.000000240,                0.013078436,                0.001411182,                0.022643957,                0.021029308,                0.113750920,                0.202976972,                0.408012122,                0.047324598,                0.035208419,                0.083951779,                0.017389975,                0.057897627,                0.039686285,                0.045069370,                0.018428557,                0.496109694,                0.020104889,                0.036786031,                0.050153494,                0.204540804,                0.011670628,                0.073774017,                0.010307435,                3.248677492,                1.603848815,                0.168820441,                0.017043307,                6.359076977,               13.850458145,                7.368661880,                9.221627235,                2.693142414,
                0.916666567,                0.000037509,                0.003245108,                0.125057191,                0.069851346,                0.015276072,                0.000030213,                0.000664022,                0.010362484,                0.062591985,                0.231766984,                0.000014704,                0.009604966,                0.135877639,                0.000002019,                0.000492934,                0.061486863,                0.008706858,                0.085679844,                1.234710813,                0.000000240,                0.012425548,                0.001215224,                0.020211589,                0.020523757,                0.106061831,                0.192630395,                0.387469560,                0.044071071,                0.032468699,                0.077314064,                0.016122021,                0.054040134,                0.036026064,                0.043437131,                0.017229140,                0.480632335,                0.020074153,                0.034554895,                0.046851624,                0.217942178,                0.011815472,                0.069474965,                0.009037540,                3.126983643,                1.645894408,                0.191309571,                0.016760683,                5.917412758,               14.279038429,                6.752653599,                9.832214355,                2.905506134,
                0.999999940,                0.000039432,                0.002885099,                0.117469393,                0.066544041,                0.014699059,                0.000032006,                0.000724170,                0.009419629,                0.058629263,                0.223592490,                0.000015296,                0.008679151,                0.128373757,                0.000002116,                0.000418532,                0.057897255,                0.010887457,                0.078753136,                1.206305146,                0.000000242,                0.011809100,                0.001074426,                0.018418416,                0.020012639,                0.100951694,                0.183116570,                0.369418293,                0.041255824,                0.030180153,                0.071950600,                0.015042153,                0.050645422,                0.033332072,                0.041860040,                0.016185453,                0.471619427,                0.020425014,                0.032832667,                0.044407386,                0.239061788,                0.012474091,                0.065471888,                0.007973190,                3.008278370,                1.703694940,                0.208981499,                0.016963571,                5.541685581,               14.444368362,                6.151352882,               10.192209244,                3.056634903,
                1.083333254,                0.000040971,                0.002870276,                0.110616475,                0.063411474,                0.014144853,                0.000033354,                0.000758049,                0.008621782,                0.055156607,                0.215666160,                0.000016666,                0.007881396,                0.121528514,                0.000002188,                0.000413761,                0.054579683,                0.012257072,                0.071290433,                1.187204123,                0.000000251,                0.011232690,                0.000970380,                0.017103609,                0.019502293,                0.097642154,                0.174339980,                0.353510499,                0.038826209,                0.028272482,                0.067673281,                0.014116406,                0.047634061,                0.031361923,                0.040351465,                0.015272874,                0.466838658,                0.020934137,                0.031506058,                0.042627413,                0.264570475,                0.013475977,                0.061770719,                0.007080967,                2.892800808,                1.762933254,                0.221353441,                0.017373350,                5.212654591,               14.483097076,                5.583902359,               10.397891045,                3.155227661,
                1.166666627,                0.000042483,                0.003094544,                0.104539923,                0.060480133,                0.013616549,                0.000034826,                0.000783810,                0.007891637,                0.052218329,                0.208027840,                0.000018834,                0.007169887,                0.115372501,                0.000002326,                0.000448177,                0.051559448,                0.012487145,                0.063581571,                1.178467035,                0.000000274,                0.010697912,                0.000898313,                0.016160108,                0.018997349,                0.095624648,                0.166254267,                0.339544833,                0.036735356,                0.026686240,                0.064303964,                0.013319207,                0.044960167,                0.029943120,                0.038918797,                0.014474033,                0.465472937,                0.021504857,                0.030495929,                0.041367594,                0.292730868,                0.014718691,                0.058373801,                0.006330983,                2.780704737,                1.823177099,                0.232351512,                0.018214297,                4.929539680,               14.813593864,                5.191372395,               10.803398132,                3.258523464,
                1.250000000,                0.000045894,                0.003416575,                0.099308006,                0.057768516,                0.013116185,                0.000036368,                0.000808764,                0.007146889,                0.049858574,                0.200706258,                0.000020439,                0.006498440,                0.109921843,                0.000002689,                0.000491843,                0.048854139,                0.011827867,                0.060862385,                1.173339605,                0.000000300,                0.010204935,                0.000860173,                0.015495081,                0.018501531,                0.094696678,                0.158826664,                0.327398211,                0.034952782,                0.025385100,                0.061713286,                0.012638053,                0.042598493,                0.028985882,                0.037567168,                0.013779448,                0.467221469,                0.022144465,                0.029766936,                0.040552579,                0.321747214,                0.016102219,                0.055276524,                0.005699622,                2.672127485,                1.886783600,                0.244110733,                0.019458584,                4.688394547,               15.123636246,                4.869704723,               11.181941986,                3.361454248,
                1.333333373,                0.000050985,                0.003658189,                0.094998799,                0.055285640,                0.012644459,                0.000037606,                0.000832040,                0.006284157,                0.048136696,                0.193730444,                0.000020952,                0.005810427,                0.105184220,                0.000003111,                0.000515482,                0.046475556,                0.010893693,                0.066772074,                1.164183140,                0.000000314,                0.009752917,                0.000852718,                0.015028252,                0.018017173,                0.094607703,                0.151986331,                0.316845655,                0.033447556,                0.024333147,                0.059783272,                0.012059558,                0.040509876,                0.028398784,                0.036299590,                0.013177285,                0.471037120,                0.022805011,                0.029266778,                0.040091135,                0.349646837,                0.017523838,                0.052467637,                0.005167119,                2.567141056,                1.947868586,                0.253950745,                0.020807477,                4.476438999,               15.199831009,                4.533445358,               11.351057053,                3.433778286,
                1.416666746,                0.000055379,                0.003831520,                0.091527171,                0.053035304,                0.012201268,                0.000038727,                0.000853831,                0.005371280,                0.046945054,                0.187130764,                0.000020894,                0.005113627,                0.101100877,                0.000003318,                0.000528298,                0.044395007,                0.010248097,                0.079052269,                1.151773930,                0.000000318,                0.009340188,                0.000875259,                0.014837733,                0.017545376,                0.095053822,                0.145668373,                0.307666481,                0.032183297,                0.023488648,                0.058389641,                0.011566509,                0.038655207,                0.028081601,                0.035115987,                0.012654022,                0.476096451,                0.023424784,                0.028935717,                0.039883744,                0.375187129,                0.018914260,                0.049947169,                0.004716016,                2.465746880,                2.003260374,                0.261702299,                0.022279747,                4.288334846,               15.326397896,                4.248436451,               11.538461685,                3.493921280,
                1.500000119,                0.000057661,                0.003980728,                0.088786572,                0.051018674,                0.011786504,                0.000042237,                0.000877080,                0.004887713,                0.045759168,                0.180926904,                0.000020890,                0.004565983,                0.097467907,                0.000003335,                0.000537730,                0.042583793,                0.010135598,                0.096951850,                1.136496782,                0.000000320,                0.008964577,                0.000931758,                0.015060020,                0.017086990,                0.095896669,                0.139836326,                0.299739331,                0.031131238,                0.022820849,                0.057433676,                0.011147776,                0.037013631,                0.027976815,                0.034014739,                0.012201106,                0.482303441,                0.024012459,                0.028743915,                0.039875366,                0.397470713,                0.020220669,                0.047714259,                0.004332509,                2.367931366,                2.056047440,                0.269616544,                0.024028759,                4.124363422,               15.560050964,                4.030291080,               11.804132462,                3.560181618,
                1.583333492,                0.000059159,                0.004157810,                0.086723499,                0.049241748,                0.011400874,                0.000048989,                0.000913384,                0.005191801,                0.044170335,                0.175149441,                0.000021412,                0.004475442,                0.093954027,                0.000003369,                0.000551760,                0.041023269,                0.010722921,                0.117942922,                1.124679804,                0.000000330,                0.008624818,                0.001036385,                0.015767435,                0.016643291,                0.097237848,                0.134505481,                0.293138504,                0.030279065,                0.022320848,                0.056869049,                0.010804551,                0.035598181,                0.028092844,                0.032994848,                0.011820554,                0.490656048,                0.024650391,                0.028697809,                0.040068459,                0.416891396,                0.021449076,                0.045752697,                0.004012118,                2.273703575,                2.119008303,                0.283409297,                0.026877314,                3.996718645,               16.294067383,                3.995471954,               12.502483368,                3.694034576,
                1.666666865,                0.000061100,                0.004397992,                0.085278243,                0.047711637,                0.011045724,                0.000055847,                0.000973006,                0.005898552,                0.042496741,                0.169830099,                0.000022411,                0.004783691,                0.090597771,                0.000003503,                0.000577803,                0.039700635,                0.011924731,                0.139394462,                1.119083405,                0.000000347,                0.008320358,                0.001198906,                0.016955677,                0.016216176,                0.099394985,                0.129696518,                0.288002670,                0.029634528,                0.022004573,                0.056714695,                0.010550803,                0.034437712,                0.028501017,                0.032058369,                0.011522112,                0.502119958,                0.025467219,                0.028839024,                0.040523015,                0.433431894,                0.022588391,                0.044042457,                0.003749229,                2.183118820,                2.201278925,                0.304619253,                0.031241473,                3.909259796,               17.065755844,                4.058198929,               13.268536568,                3.872706890,
                1.750000238,                0.000066051,                0.004768621,                0.084491551,                0.046446357,                0.010724040,                0.000063180,                0.001087205,                0.006667593,                0.041068517,                0.165029451,                0.000024429,                0.005324222,                0.087606959,                0.000003884,                0.000625788,                0.038627326,                0.014039977,                0.161564350,                1.128903031,                0.000000380,                0.008053451,                0.001455946,                0.018676303,                0.015807992,                0.102822803,                0.125493467,                0.284716070,                0.029225575,                0.021911681,                0.057043348,                0.010411843,                0.033601373,                0.029323600,                0.031210516,                0.011327574,                0.518825471,                0.026606642,                0.029224180,                0.041328229,                0.449948758,                0.023752831,                0.042564154,                0.003539255,                2.096273184,                2.324459314,                0.342901528,                0.039907403,                3.887938261,               18.828516006,                4.522836685,               14.949745178,                4.209499359,
                1.833333611,                0.000072703,                0.005283019,                0.084313825,                0.045455296,                0.010439154,                0.000069984,                0.001264566,                0.007239575,                0.040122271,                0.160798386,                0.000027001,                0.005915954,                0.085189067,                0.000004412,                0.000701690,                0.037812989,                0.016907733,                0.183867693,                1.149261475,                0.000000421,                0.007826454,                0.001814533,                0.020891933,                0.015422178,                0.108164176,                0.121930055,                0.283554524,                0.029109415,                0.022113910,                0.057995807,                0.010426703,                0.033159044,                0.030749798,                0.030462166,                0.011263517,                0.541518688,                0.028236065,                0.029941328,                0.042623755,                0.466450989,                0.024934407,                0.041307624,                0.003380514,                2.013331175,                2.489925146,                0.393338323,                0.053869653,                3.926592350,               19.980232239,                5.075097561,               16.155841827,                4.558451653,
                1.916666865,                0.000079631,                0.005920792,                0.084615745,                0.044732600,                0.010193376,                0.000077821,                0.001478039,                0.007685906,                0.039565656,                0.157172441,                0.000029736,                0.006539747,                0.083357595,                0.000005002,                0.000803525,                0.037265558,                0.020238567,                0.205525398,                1.174264431,                0.000000464,                0.007640850,                0.002258542,                0.023519397,                0.015062122,                0.115083054,                0.118913382,                0.284251273,                0.029292505,                0.022613669,                0.059588592,                0.010591573,                0.033083104,                0.032737471,                0.029821748,                0.011324764,                0.567533851,                0.030137615,                0.030921604,                0.044325665,                0.483038038,                0.026117848,                0.040264774,                0.003268644,                1.934333324,                2.667987347,                0.439005315,                0.072815225,                3.999907255,               20.494140625,                5.624691010,               16.778438568,                4.828186989,
                2.000000238,                0.000085888,                0.006613276,                0.085296884,                0.044266958,                0.009986980,                0.000087988,                0.001682328,                0.008074231,                0.039303914,                0.154160410,                0.000032367,                0.007225522,                0.082033589,                0.000005615,                0.000912549,                0.036987878,                0.023901701,                0.225182369,                1.201335311,                0.000000502,                0.007495316,                0.002756424,                0.026453586,                0.014729968,                0.122805089,                0.116335988,                0.286373138,                0.029732509,                0.023351464,                0.061704542,                0.010868920,                0.033302374,                0.035103265,                0.029289886,                0.011484643,                0.594330192,                0.032053731,                0.032053333,                0.046268731,                0.499598593,                0.027282061,                0.039424762,                0.003195971,                1.859198689,                2.835298061,                0.473383307,                0.095776930,                4.090704918,               20.703588486,                6.186978817,               17.079462051,                5.011689663,
                2.083333492,                0.000091095,                0.007267824,                0.086305961,                0.044044524,                0.009818774,                0.000098572,                0.001839003,                0.008466219,                0.039240792,                0.151751384,                0.000034900,                0.007981073,                0.081136838,                0.000006258,                0.001004186,                0.036973733,                0.027817182,                0.241032481,                1.230891109,                0.000000530,                0.007386287,                0.003278994,                0.029589433,                0.014426543,                0.130681157,                0.114115521,                0.289544672,                0.030375734,                0.024257133,                0.064183101,                0.011219623,                0.033752553,                0.037671130,                0.028860921,                0.011715884,                0.620477676,                0.033833824,                0.033246394,                0.048307341,                0.515832782,                0.028402189,                0.038774360,                0.003154128,                1.787788868,                2.982466221,                0.498552144,                0.121649913,                4.191960335,               20.844537735,                6.805452824,               17.272491455,                5.137166977,
                2.166666746,                0.000095019,                0.007780240,                0.087602913,                0.044046666,                0.009686630,                0.000106197,                0.001942832,                0.008893302,                0.039268550,                0.149918154,                0.000037222,                0.008781488,                0.080603376,                0.000006895,                0.001056409,                0.037204146,                0.031866770,                0.250667065,                1.263080239,                0.000000552,                0.007308640,                0.003799634,                0.032815740,                0.014151822,                0.138271645,                0.112177551,                0.293425232,                0.031172063,                0.025269242,                0.066869847,                0.011613059,                0.034377091,                0.040306225,                0.028525714,                0.011995413,                0.644976616,                0.035404176,                0.034435086,                0.050330147,                0.530851364,                0.029429145,                0.038299736,                0.003135935,                1.719940186,                3.104161739,                0.515234947,                0.147855014,                4.295577526,               20.800098419,                7.409217834,               17.264678955,                5.204501629,
                2.250000000,                0.000098606,                0.008117425,                0.089147605,                0.044255868,                0.009588595,                0.000111144,                0.002031328,                0.009357256,                0.039279792,                0.148635805,                0.000039560,                0.009605672,                0.080381624,                0.000007566,                0.001070492,                0.037642024,                0.035486944,                0.254960775,                1.299355865,                0.000000573,                0.007257358,                0.004321299,                0.036069833,                0.013905271,                0.145304129,                0.110480234,                0.297792643,                0.032078233,                0.026336649,                0.069634959,                0.012027015,                0.035134204,                0.042912669,                0.028273180,                0.012306160,                0.667633533,                0.036742385,                0.035573851,                0.052258104,                0.544519484,                0.030347284,                0.037987985,                0.003135827,                1.655476332,                3.204567432,                0.528907001,                0.174199790,                4.404298782,               20.942844391,                8.149434090,               17.398817062,                5.264621258,
                2.333333254,                0.000101494,                0.008299476,                0.090811662,                0.044648025,                0.009522242,                0.000113840,                0.002125100,                0.009855884,                0.039157156,                0.147875965,                0.000041745,                0.010382680,                0.080454156,                0.000008193,                0.001063966,                0.038228616,                0.038088612,                0.257040083,                1.334565520,                0.000000589,                0.007226848,                0.004850878,                0.039275773,                0.013686633,                0.151688874,                0.108987756,                0.302459687,                0.033069436,                0.027427690,                0.072399504,                0.012449955,                0.035990562,                0.045455683,                0.028092602,                0.012636663,                0.688247859,                0.037876606,                0.036645524,                0.054057784,                0.555706382,                0.031096922,                0.037827406,                0.003150149,                1.594232678,                3.283819914,                0.537787020,                0.197550759,                4.511145592,               20.833023071,                8.829237938,               17.296333313,                5.286106110,
